Position,driver,q1
1,VET,87.958
2,MAS,88.061
3,KVY,88.074
4,HUL,88.155
5,BUT,88.279
6,RAI,88.308
7,ALO,88.329
8,GUT,88.374
9,PER,88.469
10,GRO,88.472
