Position,driver,q1
1,ROS,86.764
2,HAM,87.238
3,RIC,88.053
4,BOT,88.198
5,SUT,96.840
6,KOB,97.085
7,BIA,97.310
8,ERI,97.875
9,CHI,97.913
10,HAM,115.516
11,HUL,115.913
12,VET,115.926
13,ROS,116.058
14,BOT,116.501
15,RIC,116.641
16,MAS,116.850
17,ALO,116.961
18,KVY,117.261
19,MAG,117.369
20,VER,117.477
21,BUT,117.783
22,SUT,118.138
23,RAI,118.279
24,PER,118.362
25,GRO,118.411
26,GUT,118.988
27,KOB,119.260
28,BIA,119.326
29,ERI,120.646
30,CHI,120.865
