Position,driver,q1
1,SUT,96.840
2,KOB,97.085
3,BIA,97.310
4,ERI,97.875
5,CHI,97.913
6,HAM,115.516
7,HUL,115.913
8,VET,115.926
9,ROS,116.058
10,BOT,116.501
11,RIC,116.641
12,MAS,116.850
13,ALO,116.961
14,KVY,117.261
15,MAG,117.369
16,VER,117.477
17,BUT,117.783
18,SUT,118.138
19,RAI,118.279
20,GRO,118.411
