Position,driver,q1
1,HUL,94.874
2,MAS,95.085
3,ALO,95.251
4,MAG,95.288
5,KVY,95.395
6,VET,95.549
7,VER,95.815
8,GUT,96.567
9,GRO,96.654
10,MAL,96.663
