Position,driver,q1
1,BUT,91.396
2,VET,91.931
3,RAI,92.439
4,SUT,93.673
5,PER,94.141
6,KOB,94.274
7,CHI,94.293
8,BIA,94.794
9,GUT,95.117
10,ERI,95.157
