Position,driver,q1
1,HAM,86.382
2,ROS,86.490
3,RAI,86.637
4,SAI,86.773
5,MAS,87.165
6,BOT,87.262
7,MAL,87.281
8,GRO,87.383
9,VER,87.393
10,VET,87.534
11,RIC,87.611
12,NAS,87.625
13,BUT,87.813
14,KVY,87.833
15,ALO,87.941
16,ERI,88.112
17,HAM,93.928
18,BOT,94.161
19,ROS,94.398
20,MAS,94.488
21,RAI,94.568
22,RIC,94.691
23,VET,94.919
24,GRO,95.007
25,ALO,95.205
26,NAS,95.310
27,SAI,95.371
28,ERI,95.438
29,PER,95.451
30,VER,95.611
31,HUL,95.653
32,MAL,95.677
33,KVY,95.800
34,VET,97.502
35,RAI,97.790
36,BOT,98.014
37,GRO,98.209
38,HAM,98.285
39,VER,98.387
40,MAS,98.433
41,ROS,98.496
42,NAS,98.521
43,RIC,98.534
44,MAL,98.563
45,SAI,98.622
46,STE,98.713
47,PER,98.903
48,ERI,98.941
49,KVY,99.051
50,HUL,99.216
51,BUT,99.276
52,ALO,99.280
53,MER,99.722
54,SAI,99.814
55,BOT,100.249
56,GRO,100.303
57,ERI,100.340
58,MAL,100.361
59,RAI,100.415
60,MAS,100.543
61,KVY,100.546
62,VER,100.793
63,HUL,100.830
64,PER,101.036
65,NAS,101.308
66,BUT,101.636
67,ALO,101.746
68,STE,102.091
69,MER,102.842
70,MER,106.677
