Position,driver,q1
1,HAM,69.514
2,KVY,69.678
3,ROS,69.695
4,MAG,70.081
5,RAI,70.285
6,MAS,70.292
7,BOT,70.356
8,HUL,70.389
9,RIC,70.395
10,ALO,70.405
11,MAG,76.446
12,KVY,76.938
13,SUT,77.519
14,GRO,77.732
15,PER,78.235
16,MAL,78.328
17,CHI,78.348
18,BIA,78.359
19,KOB,79.278
20,ERI,79.820
