Position,driver,q1
1,ROS,70.347
2,HAM,70.457
3,MAS,70.602
4,BOT,70.832
5,BUT,71.097
6,MAG,71.134
7,RAI,71.193
8,KVY,71.423
9,GUT,71.520
10,ALO,71.558
11,RIC,71.593
12,HUL,71.848
13,VET,71.880
14,SUT,71.943
15,GRO,72.037
16,VER,72.040
17,PER,72.076
18,MAL,72.233
19,HAM,88.586
20,ROS,88.906
21,MAS,89.246
22,VER,89.248
23,VET,89.307
24,GRO,89.537
25,SAI,89.597
26,BOT,89.641
27,HUL,89.651
28,RAI,89.754
29,RIC,89.788
30,MAL,89.847
31,PER,89.990
32,KVY,90.402
33,NAS,90.430
34,ERI,91.376
35,BUT,91.422
36,MAG,92.037
37,VET,97.502
38,RAI,97.790
39,BOT,98.014
40,GRO,98.209
41,HAM,98.285
42,VER,98.387
43,MAS,98.433
44,ROS,98.496
45,NAS,98.521
46,RIC,98.534
47,MAL,98.563
48,SAI,98.622
49,PER,98.903
50,ERI,98.941
51,KVY,99.051
52,HAM,99.269
53,ROS,99.374
54,VET,99.621
55,GRO,99.679
56,VET,99.814
57,SAI,99.814
58,BOT,100.249
59,GRO,100.303
60,ERI,100.340
61,MAL,100.361
62,RAI,100.415
63,RIC,100.504
64,MAS,100.543
65,KVY,100.546
66,VER,100.793
67,HUL,100.830
68,PER,101.036
69,HAM,101.207
70,ROS,101.308
71,NAS,101.308
72,MAS,101.475
73,BUT,101.636
74,ALO,101.746
75,MAG,102.104
76,BUT,102.137
77,KVY,102.302
78,BOT,102.346
79,VER,102.413
80,RAI,102.439
81,HUL,102.444
82,ALO,102.467
83,PER,102.654
84,SUT,102.746
85,GRO,102.768
86,GUT,102.819
87,MAL,102.860
88,KOB,104.540
89,STE,105.095
90,MER,106.677
