Position,driver,q1
1,ALO,78.389
2,BUT,78.425
3,VER,78.496
4,KVY,78.530
5,RAI,78.534
6,HAM,78.683
7,GUT,78.739
8,GRO,78.894
9,PER,78.916
10,HUL,78.927
11,SUT,79.142
12,BIA,79.676
13,MAL,80.195
14,KOB,80.408
15,CHI,80.489
16,VER,84.941
17,ROS,85.227
18,KVY,85.361
19,HAM,85.363
20,ROS,85.493
21,RIC,85.495
22,MAS,85.528
23,VET,85.662
24,BOT,85.690
25,GUT,85.709
26,PER,85.910
27,BOT,86.012
28,SUT,86.027
29,ALO,86.087
30,GRO,86.136
31,VER,86.140
32,HUL,86.149
33,KVY,86.261
34,BUT,86.328
35,MAG,86.337
36,HUL,86.371
37,ALO,86.514
38,PER,86.569
39,MAG,86.578
40,MAS,86.592
41,BUT,86.612
42,VET,86.631
43,RAI,86.689
44,RIC,86.721
45,BIA,86.728
46,RAI,86.792
47,GUT,86.999
48,SUT,87.034
49,KOB,87.139
50,MAL,87.520
51,GRO,87.632
52,KOB,87.671
53,BIA,87.738
54,CHI,87.819
55,CHI,88.247
56,ERI,88.562
57,ERI,88.643
58,RAI,106.685
59,ALO,106.889
60,HAM,106.921
61,BUT,107.161
62,BOT,107.196
63,ROS,107.244
64,HUL,107.370
65,VER,107.407
66,VET,107.476
67,RIC,107.488
68,MAS,107.615
69,KVY,107.656
70,GRO,107.862
71,GUT,107.970
72,MAG,107.976
73,PER,108.143
74,SUT,108.324
75,MAL,109.063
76,BIA,109.440
77,KOB,110.405
78,CHI,110.473
79,ROS,127.130
80,HAM,127.280
81,MAS,128.403
82,BOT,129.250
83,VER,129.811
84,RAI,129.885
85,RIC,130.089
86,VET,130.105
87,ALO,130.197
88,KVY,130.445
89,BUT,130.529
90,PER,130.666
91,GRO,130.898
92,SUT,131.051
93,BIA,131.051
94,MAG,131.081
95,MAL,131.261
96,HUL,131.267
97,CHI,132.566
98,GUT,133.414
99,LOT,133.469
100,ERI,134.438
