Position,driver,q1
1,GRO,96.993
2,ROS,117.183
3,HAM,117.202
4,VET,117.654
5,HUL,118.883
6,ALO,118.889
7,RIC,118.913
8,RAI,119.257
9,MAG,120.356
10,VER,121.689
