Position,driver,q1
1,RIC,90.775
2,MAG,90.949
3,MAS,91.228
4,ALO,91.388
5,BOT,91.601
6,HAM,91.699
7,ROS,92.564
8,VER,93.488
9,KVY,93.777
10,HUL,93.893
