Position,driver,q1
1,ROS,76.528
2,HAM,76.588
3,KVY,76.845
4,RIC,77.254
5,VET,77.502
6,RAI,77.660
7,HAM,86.382
8,ROS,86.490
9,RAI,86.637
10,SAI,86.773
11,MAS,87.165
12,BOT,87.262
13,MAL,87.281
14,GRO,87.383
15,VER,87.393
16,VET,87.534
17,RIC,87.611
18,NAS,87.625
19,BUT,87.813
20,KVY,87.833
21,ALO,87.941
22,ERI,88.112
23,HUL,88.365
24,PER,88.442
25,MAS,89.246
26,VER,89.248
27,VET,89.307
28,GRO,89.537
29,SAI,89.597
30,BOT,89.641
31,HUL,89.651
32,RAI,89.754
33,RIC,89.788
34,MAL,89.847
35,PER,89.990
36,KVY,90.402
37,NAS,90.430
38,STE,91.200
39,ERI,91.376
40,BUT,91.422
41,MAG,92.037
42,MER,92.038
43,HAM,93.928
44,BOT,94.161
45,ROS,94.398
46,MAS,94.488
47,RAI,94.568
48,RIC,94.691
49,VET,94.919
50,GRO,95.007
51,ALO,95.205
52,NAS,95.310
53,SAI,95.371
54,ERI,95.438
55,PER,95.451
56,VER,95.611
57,HUL,95.653
58,MAL,95.677
59,KVY,95.800
60,VET,97.502
61,RAI,97.790
62,BOT,98.014
63,GRO,98.209
64,HAM,98.285
65,VER,98.387
66,MAS,98.433
67,ROS,98.496
68,NAS,98.521
69,RIC,98.534
70,MAL,98.563
71,SAI,98.622
72,STE,98.713
73,PER,98.903
74,ERI,98.941
75,KVY,99.051
76,HUL,99.216
77,HAM,99.269
78,BUT,99.276
79,ALO,99.280
80,ROS,99.374
81,MER,99.722
82,VET,99.814
83,SAI,99.814
84,BOT,100.249
85,GRO,100.303
86,ERI,100.340
87,MAL,100.361
88,RAI,100.415
89,RIC,100.504
90,MAS,100.543
91,KVY,100.546
92,VER,100.793
93,HUL,100.830
94,PER,101.036
95,NAS,101.308
96,BUT,101.636
97,ALO,101.746
98,STE,102.091
99,MER,102.842
100,MER,106.677
