Position,driver,q1
1,BOT,119.709
2,MAS,120.047
3,PER,120.076
4,GRO,120.202
5,BUT,120.889
6,GUT,121.134
7,KVY,121.175
8,MAL,122.074
9,SUT,122.131
10,BIA,122.702
