Position,driver,q1
1,ROS,86.764
2,HAM,87.238
3,VET,87.958
4,RIC,88.053
5,MAS,88.061
6,KVY,88.074
7,HUL,88.155
8,BOT,88.198
9,BUT,88.279
10,RAI,88.308
11,ALO,88.329
12,GUT,88.374
13,PER,88.469
14,GRO,88.472
15,RIC,90.775
16,MAG,90.949
17,MAS,91.228
18,ALO,91.388
19,BUT,91.396
20,BOT,91.601
21,HAM,91.699
22,VET,91.931
23,RAI,92.439
24,ROS,92.564
25,VER,93.488
26,SUT,93.673
27,KVY,93.777
28,HUL,93.893
29,PER,94.141
30,KOB,94.274
31,CHI,94.293
32,BIA,94.794
33,HUL,94.874
34,BOT,94.934
35,PER,94.998
36,MAS,95.085
37,GUT,95.117
38,ERI,95.157
39,RAI,95.234
40,ALO,95.251
41,MAG,95.288
42,HAM,95.323
43,KVY,95.395
44,ROS,95.439
45,VET,95.549
46,BUT,95.699
47,VER,95.815
48,RIC,96.220
49,GUT,96.567
50,GRO,96.654
51,MAL,96.663
52,SUT,96.840
53,GRO,96.993
54,KOB,97.085
55,BIA,97.310
56,ERI,97.875
57,CHI,97.913
58,HAM,115.516
59,HUL,115.913
60,VET,115.926
61,ROS,116.058
62,BOT,116.501
63,RIC,116.641
64,MAS,116.850
65,ALO,116.961
66,ROS,117.183
67,HAM,117.202
68,KVY,117.261
69,MAG,117.369
70,VER,117.477
71,VET,117.654
72,BUT,117.783
73,SUT,118.138
74,RAI,118.279
75,PER,118.362
76,GRO,118.411
77,HUL,118.883
78,ALO,118.889
79,RIC,118.913
80,GUT,118.988
81,RAI,119.257
82,KOB,119.260
83,BIA,119.326
84,BOT,119.709
85,MAS,120.047
86,PER,120.076
87,GRO,120.202
88,MAG,120.356
89,ERI,120.646
90,CHI,120.865
91,BUT,120.889
92,GUT,121.134
93,KVY,121.175
94,VER,121.689
95,MAL,122.074
96,SUT,122.131
97,BIA,122.702
98,KOB,123.595
99,CHI,124.388
100,ERI,124.407
