Position,driver,q1
1,BOT,94.934
2,PER,94.998
3,RAI,95.234
4,HAM,95.323
5,ROS,95.439
6,BUT,95.699
7,RIC,96.220
8,KOB,123.595
9,CHI,124.388
10,ERI,124.407
