Position,driver,q1
1,GRO,96.993
2,ROS,117.183
3,HAM,117.202
4,VET,117.654
5,HUL,118.883
6,ALO,118.889
7,RIC,118.913
8,RAI,119.257
9,BOT,119.709
10,MAS,120.047
11,PER,120.076
12,GRO,120.202
13,MAG,120.356
14,BUT,120.889
15,GUT,121.134
16,KVY,121.175
17,VER,121.689
18,MAL,122.074
19,SUT,122.131
20,BIA,122.702
