Position,driver,q1
1,ROS,86.764
2,HAM,87.238
3,RIC,88.053
4,BOT,88.198
5,PER,118.362
6,GUT,118.988
7,KOB,119.260
8,BIA,119.326
9,ERI,120.646
10,CHI,120.865
